39:16,"Jay Agarwal","or to the parents or to whoever is the guardian. Right. Okay. For kids, you know, that can easily be notified."
39:26,"Arch Munshi",Right.
39:26,"Jay Agarwal","So that's not a problem at all."
39:29,"Cornell & NYU Initiative",Okay.
39:30,"Cornell & NYU Initiative","Yeah, that's, that's amazing. Yeah, yeah, this is, this is very helpful. And also like, thank you so much for the offer because as we get more and more questions from these providers. Hope you don't mind if I, like, shoot you some questions, like via email. Hopefully there won't be too many. I will definitely share. We'll share everything with the provider."
39:49,"Arch Munshi","Yeah, no, absolutely."
39:51,"Cornell & NYU Initiative","Extremely helpful."
39:52,"Arch Munshi","Yeah, yeah, no problem."
39:54,"Jay Agarwal","We'll be more than happy to talk to the providers themselves."
39:57,"Cornell & NYU Initiative","Yeah, that'd be perfect."
39:59,"Jay Agarwal","Yeah, yeah, happy to talk to the clinic. And, you know, it's really, really easy."
40:07,"Jay Agarwal","And from an onboarding perspective, we have even made it that clear. You know, you just will just. The flight will just. It just literally takes you no more than five minutes to onboard."
40:21,"Cornell & NYU Initiative",Wow.
40:21,"Jay Agarwal","You know,"
40:25,"Jay Agarwal","and we always here to kind of support them. We have a. Initially what we do is we have like a weekly call with the providers, Right."
40:34,"Jay Agarwal","For the, you know, with the clinic owner or whoever that is. And, you know, if they have any questions as well, how do I do this or how do I do that?"
40:44,"Jay Agarwal","We have a bunch of videos on the portal itself to. They can always go in and, and say, hey, you know,"
40:52,"Jay Agarwal","how do I design an exercise? Right. Walk you through that process."
40:58,"Jay Agarwal","How do I assign exercises to the clients? You know, same thing. They can certainly do that. Right?"
41:05,"Arch Munshi",Yeah.
41:05,"Jay Agarwal","So all of that is very, very easy to be done"
41:10,"Jay Agarwal","and we are always here to help."
41:13,"Cornell & NYU Initiative","Awesome. Yeah, sounds great."
41:15,"Cornell & NYU Initiative","Thank you so much. Thank you."
41:16,"Cornell & NYU Initiative","Yeah, thank you."
41:17,"Jay Agarwal","I don't think"
41:20,"Cornell & NYU Initiative","I definitely appreciate the time."
41:24,"Cornell & NYU Initiative","I guess I'll look out for."
41:27,"Cornell & NYU Initiative","Sorry, I'm still a little sick. I guess I'll look out for an email"
41:32,"Cornell & NYU Initiative","next week or week after regarding the Missouri provider. And then hopefully we can talk to them about, you know, how we refer"
41:42,"Cornell & NYU Initiative","patients their way"
41:45,"Cornell & NYU Initiative","for, I guess for New York, we'll."
41:49,"Cornell & NYU Initiative","We'll kind of wait for, you know, a month or two or a couple months to see how that pans out."
41:56,"Cornell & NYU Initiative","Yeah, I think that sounds good."
41:58,"Jay Agarwal","Yeah, no, that's."
41:59,"Cornell & NYU Initiative","And we'll keep you posted on when our PC owner, like, when her PC is all straightened out"
42:06,"Cornell & NYU Initiative","because we definitely want to connect her to you all or plug her into Quora or however we can do it. I think we're going to handle the billing for her,"
42:16,"Cornell & NYU Initiative","but as long as she knows how to, like, use the platform and everything, like, she should be good to go."
42:21,"Arch Munshi",Okay.
42:22,"Cornell & NYU Initiative",Yeah.
42:24,"Jay Agarwal",And
42:26,"Jay Agarwal","do you have a need for the credentialing at this time?"
42:31,"Cornell & NYU Initiative","I think we need to first see, like, how many,"
42:35,"Cornell & NYU Initiative","how many of the providers we're in touch with currently need it and for which providers. So, Siobhan, I'll leave that to you. That's more your wheelhouse than mine."
42:44,"Cornell & NYU Initiative","Yeah. But right now we have two. But I'll confirm with them, like they want to get started everything, because I think they were kind of like holding them up because we didn't really know if we were going to have a platform, which one to use and everything. So I'll definitely get back to you by email and we're going to have more as we onboard providers into our PC network and things like that."
43:09,"Jay Agarwal","So do you want to do a contract?"
43:12,"Cornell & NYU Initiative","Yeah, that'd be great."
43:14,"Jay Agarwal","Yeah, we can, we can send you a contract to just do the credentialing. Right."
43:19,"Jay Agarwal","And then"
43:21,"Jay Agarwal","if you want, we can even do the contract for Quora. Right."
43:26,"Jay Agarwal","Would that be with you or with the. With the PC directly?"
43:31,"Cornell & NYU Initiative","That's a good question. I think."
43:35,"Cornell & NYU Initiative","I think it would be with us."
43:37,"Arch Munshi",Yeah.
43:38,"Cornell & NYU Initiative","Yeah, I think that would be with us."
43:42,"Cornell & NYU Initiative","So I was going to say, since we're the mso, we're basically taking care of all the administrative stuff for the, for the providers, so they can just like take care of all, like, you're. So we're basically like"
43:55,"Cornell & NYU Initiative","coordinating all of that for. Even though we're not like actually doing it. We're basically being the, the point person for all the."
44:01,"Jay Agarwal","We can send you a contract if you want,"
44:06,"Jay Agarwal","you know, for both. Right."
44:09,"Jay Agarwal","And then,"
44:11,"Jay Agarwal","you know, you can start using it,"
44:14,"Jay Agarwal","you know,"
44:17,"Jay Agarwal","whenever you're ready."
44:19,"Cornell & NYU Initiative","Yeah, that sounds great. And we're hoping her. Her PC is all straightened out and like, fingers crossed, the next two weeks to two to four weeks. So,"
44:29,"Cornell & NYU Initiative","yeah, if you just want to send that over, we'll get it back to you asap and then we'll. We'll get started."
44:34,"Cornell & NYU Initiative",Okay.
44:35,"Arch Munshi","Yeah, sounds great."
44:36,"Jay Agarwal","Sounds great."
44:37,"Cornell & NYU Initiative","Excited to work with you guys."
44:38,"Cornell & NYU Initiative",Yeah.
44:38,"Cornell & NYU Initiative","I'm glad Diana found you, Jay, on LinkedIn. I'm glad she."
44:42,"Jay Agarwal","Yeah, it was meant to be. It was meant to be."
44:47,"Jay Agarwal","Yeah,"
44:49,"Jay Agarwal","yeah,"
44:50,"Jay Agarwal","yeah, that's great. And let us know how we can help. We can, we can always kind of refer you to."
44:59,"Jay Agarwal","Refer you. You know, it works both ways. Right. So we can. You can refer it to us or you can. We can refer it to you. You know, whatever works for you"
45:09,"Jay Agarwal","because, you know, love to kind of build a strong partnership, right. That"
45:14,"Jay Agarwal","both grow together."
45:15,"Cornell & NYU Initiative","Yeah, that sounds amazing."
45:17,"Cornell & NYU Initiative","Yeah, I love that. I love that. Yeah."
45:21,"Cornell & NYU Initiative","Thank you so much. Thank you, Arch."
45:22,"Cornell & NYU Initiative","Yeah, thank you."
45:23,"Cornell & NYU Initiative","I'm really excited."
45:24,"Cornell & NYU Initiative","Excited about this"
45:26,"Cornell & NYU Initiative","and we'll talk to you soon."
45:28,"Jay Agarwal","Side like."
45:29,"Cornell & NYU Initiative","Thank you guys. Thank you. Have a good weekend."
